3.540123,1
4.884955,1
7.017288,1
8.464275,1
10.01962,1
11.2227,1
11.64143,1
12.38693,1
12.73803,1
13.11948,1
13.5194,1
13.95014,1
14.53475,1
14.86572,1
15.2902,1
15.73747,1
16.40493,1
18.5675,1
20.11377,1
21.2784,1
21.99377,1
23.08694,1
23.90436,1
24.31853,1
24.66908,1
25.05015,1
25.31877,1
25.81577,1
27.42353,1
28.94921,1
29.9974,1
30.77603,1
31.88332,1
32.46348,1
32.89712,1
33.49352,1
33.813,1
34.42597,1
34.74712,1
35.07861,1
35.76389,1
36.41286,1
39.14016,1
40.45335,1
41.63495,1
43.51203,1
49.39972,1
50.8002,1
52.31091,1
58.42789,1
59.82355,1
59.90273,1
61.78178,1
63.75539,1
64.82079,1
66.06474,1
67.16104,1
67.77786,1
70.07057,1
71.36767,1
72.08012,1
72.38049,1
72.72839,1
73.25043,1
73.7476,1
74.61096,1
75.51203,1
76.17803,1
76.84576,1
77.17681,1
77.52476,1
77.89189,1
78.19,1
78.70657,1
79.07106,1
79.47349,1
79.77129,1
80.21864,1
80.54314,1
80.97326,1
81.32552,1
81.72312,1
82.40406,1
83.3669,1
84.11157,1
86.05386,1
87.51375,1
90.67375,1
