2.70583,1
4.452883,1
5.930758,1
7.336134,1
8.832113,1
9.809486,1
10.27729,1
10.85736,1
11.2275,1
11.8243,1
12.31035,1
12.82187,1
13.26933,1
13.85181,1
14.36614,1
15.18002,1
17.52701,1
20.03486,1
21.4754,1
22.8198,1
23.69026,1
24.53953,1
25.30449,1
26.12834,1
27.33515,1
27.96718,1
28.53045,1
28.93258,1
29.44629,1
30.1264,1
30.80956,1
31.49195,1
32.5209,1
33.08417,1
33.4638,1
33.92754,1
34.79222,1
35.54705,1
36.1011,1
38.85806,1
41.9669,1
42.38036,1
45.92272,1
46.93764,1
47.60278,1
49.01992,1
52.14538,1
55.32121,1
58.58442,1
60.33923,1
61.16586,1
61.98982,1
63.57529,1
65.31156,1
68.41875,1
70.31267,1
71.61879,1
74.74506,1
75.94692,1
76.59303,1
78.30576,1
81.64729,1
83.37348,1
84.25832,1
86.52075,1
88.13764,1
90.26883,1
91.43246,1
94.44732,1
97.62159,1
100.5743,1
103.6788,1
106.923,1
110.1003,1
113.3275,1
115.0072,1
116.6705,1
120.1522,1
121.8976,1
122.8792,1
123.5962,1
124.2461,1
124.9419,1
126.5178,1
129.559,1
132.5609,1
135.6691,1
138.8553,1
141.7655,1
144.9482,1
148.0664,1
151.2918,1
151.7458,1
152.8621,1
154.3889,1
157.5607,1
160.8696,1
162.5371,1
163.5356,1
164.2243,1
