1.386964,1
1.882857,1
2.380464,1
2.836188,1
3.350443,1
3.868424,1
4.34703,1
4.857071,1
5.382689,1
5.853071,1
6.369824,1
6.856369,1
7.352922,1
7.869226,1
8.368082,1
8.858521,1
9.351108,1
9.886143,1
10.35216,1
10.81919,1
11.35488,1
11.87079,1
12.35387,1
12.86898,1
13.36784,1
13.85271,1
14.35096,1
14.83488,1
15.36816,1
15.86652,1
16.36935,1
24.45135,1
24.94495,1
25.3514,1
25.84921,1
26.35117,1
26.88284,1
27.33402,1
27.81696,1
28.31611,1
28.80384,1
29.30293,1
29.81791,1
30.3495,1
30.81696,1
31.30188,1
31.83286,1
32.34892,1
32.83001,1
33.31644,1
33.79858,1
34.29887,1
34.78196,1
35.29247,1
35.8334,1
36.33217,1
36.8657,1
37.33445,1
37.83357,1
38.36534,1
38.81632,1
39.33265,1
39.83504,1
40.31553,1
40.83479,1
41.35058,1
41.58288,1
41.88288,1
42.08437,1
42.34966,1
42.62098,1
42.85538,1
43.10015,1
43.3163,1
43.58222,1
43.83275,1
44.07072,1
44.34989,1
44.60135,1
44.84337,1
45.08592,1
45.34882,1
45.60141,1
45.86595,1
46.09883,1
46.34868,1
46.59981,1
46.83294,1
47.10409,1
47.33738,1
47.58311,1
47.8318,1
48.06654,1
48.29959,1
48.81738,1
49.31657,1
49.83305,1
50.33422,1
50.81887,1
51.29917,1
51.79995,1
52.33314,1
52.81636,1
53.30286,1
53.80079,1
54.33373,1
54.80341,1
55.28532,1
55.83408,1
56.33332,1
56.80934,1
57.26822,1
57.80033,1
58.31652,1
58.79776,1
59.31593,1
59.80038,1
60.33163,1
60.84936,1
61.34882,1
61.84894,1
62.33282,1
62.8322,1
63.33281,1
63.83352,1
64.36781,1
64.84865,1
65.34924,1
65.86504,1
66.39867,1
66.89893,1
67.33112,1
67.83199,1
68.3324,1
68.84865,1
69.36581,1
69.79971,1
