0.7792888,1
4.917194,1
6.711096,1
8.138544,1
8.867476,1
10.11959,1
10.53337,1
10.91899,1
11.23377,1
11.416,1
12.18671,1
13.4826,1
14.66105,1
15.4444,1
16.53948,1
16.70515,1
17.25784,1
17.63888,1
18.28977,1
19.66119,1
20.15965,1
20.54082,1
21.02725,1
21.4084,1
21.64075,1
21.97625,1
22.52285,1
22.892,1
23.43826,1
24.73463,1
25.11529,1
25.64837,1
25.81399,1
26.87695,1
27.07613,1
27.53325,1
28.01368,1
28.49984,1
29.34982,1
30.06516,1
33.48819,1
37.03117,1
38.85956,1
40.59695,1
41.79186,1
42.9374,1
44.06635,1
44.39635,1
45.11158,1
45.26068,1
45.99632,1
46.57629,1
47.71044,1
48.89474,1
49.77612,1
52.84873,1
56.16372,1
59.39231,1
63.36692,1
64.90613,1
66.55744,1
67.73692,1
68.83858,1
69.90154,1
70.31571,1
70.98085,1
71.14639,1
71.94646,1
72.77937,1
73.22666,1
73.74327,1
74.42344,1
75.26555,1
75.61345,1
79.04601,1
82.27596,1
85.33241,1
88.68492,1
